"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"13826","SY_Tepee/DH130910","Overall",0.943903597923629,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13827","Scala/DH130910","0",0.869813798558192,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13828","Scala/DH130910","2",0.084555054003975,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13829","Scala/DH130910","Overall",0.956595717237739,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13830","Wintmalt/DH130910","0",0.534499653743459,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13831","Wintmalt/DH130910","2",0.667865753061887,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13832","Wintmalt/DH130910","Overall",0.856672110159111,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13833","Flavia/DH130910","2",0.67313305078743,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13834","Flavia/DH130910","Overall",0.67313305078743,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13835","Overall","0",0.0791194411719759,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13836","Overall","2",0.772130724272321,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13837","Overall","Overall",0.934750070388093,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13838","SY_Tepee/DH130910","0",-0.391754934979296,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13839","SY_Tepee/DH130910","2",0.722974041174127,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13840","SY_Tepee/DH130910","Overall",0.911762525464907,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13841","Scala/DH130910","0",0.463940841402372,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13842","Scala/DH130910","2",0.802166272065188,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13843","Scala/DH130910","Overall",0.962298678203626,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13844","Wintmalt/DH130910","0",0.620016243472305,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13845","Wintmalt/DH130910","2",0.647137898119889,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13846","Wintmalt/DH130910","Overall",0.957151648033891,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13847","Flavia/DH130910","2",0.748462516646884,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
